index,video_time_s,timer,rate_hz,last_event_time,event_count
"1267","1817.04s","00:30:06","1,240","05:35:43. 591 pm","2288"
"1268","1818.09s","00:30:07","1,240","05:35:43. 591 pm","2288"
"1269","1819.32s","00:30:09","1,240","05:35:45. 088 pm","2293"
"1270","1820.57s","00:30:10","1,240","05:35:46. 088 pm","2293"
"1271","1821.80s","00:30:11","1,240","05:35:47. 511 pm","2297"
"1272","1823.03s","00:30:12","1,240","05:35:49. 511 pm","2299"
"1273","1824.38s","00:30:13","1,240","05:35:50. 506 pm","2301"
"1274","1825.55s","00:30:15","1,240","05:35:51. 524 pm","2304"
"1275","1826.78s","00:30:16","1,240","05:35:53. 519 pm","2305"
"1276","1827.97s","00:30:17","1,240","05:35:53. 519 pm","2308"
"1277","1829.03s","00:30:18","1,240","05:35:55. 646 pm","2309"
"1278","1830.26s","00:30:19","1,240","05:35:56. 905 pm","2310"
"1279","1831.48s","00:30:21","1,240","05:35:57. 914 pm","2312"
"1280","1832.62s","00:30:22","1,240","05:35:59. 412 pm","2315"
"1281","1833.89s","00:30:23","1,240","05:35:59. 412 pm","2315"
"1282","1835.08s","00:30:24","1,240","05:35:59. 412 pm","2315"
"1283","1836.34s","00:30:25","1,240","05:36:02. 558 pm","2316"
"1284","1837.56s","00:30:27","1,240","05:36:04. 067 pm","2317"
"1285","1838.75s","00:30:28","1,240","05:36:05. 197 pm","2319"
"1286","1840.04s","00:30:29","1,240","05:36:05. 695 pm","2319"
"1287","1841.27s","00:30:30","1,240","05:36:05. 695 pm","2322"
"1288","1842.48s","00:30:32","1,240","05:36:09. 451 pm","2325"
"1289","1843.74s","00:30:33","1,240","05:36:09. 954 pm","2326"
"1290","1844.98s","00:30:34","1,240","05:36:09. 954 pm","2326"
"1291","1846.20s","00:30:35","1,240","05:36:12. 964 pm","2331"
"1292","1847.41s","00:30:37","1,240","05:36:13. 981 pm","2333"
"1293","1848.66s","00:30:38","1,240","05:36:14. 973 pm","2335"
"1294","1849.78s","00:30:39","1,240","05:36:16. 483 pm","2339"
"1295","1850.92s","00:30:40","1,240","05:36:16. 981 pm","2340"
"1296","1852.18s","00:30:41","1,240","05:36:18. 725 pm","2342"
"1297","1853.44s","00:30:43","1,240","05:36:19. 727 pm","2343"
"1298","1854.68s","00:30:44","1,240","05:36:20. 974 pm","2347"
"1299","1855.91s","00:30:45","1,240","05:36:22. 477 pm","2349"
"1300","1857.20s","00:30:46","1,240","05:36:22. 982 pm","2349"
"1301","1858.43s","00:30:48","1,240","05:36:25. 024 pm","2351"
"1302","1859.61s","00:30:49","1,240","05:36:25. 024 pm","2351"
"1303","1860.86s","00:30:50","1,240","05:36:26. 035 pm","2357"
"1304","1862.09s","00:30:51","1,240","05:36:28. 538 pm","2358"
"1305","1863.35s","00:30:52","1,240","05:36:29. 158 pm","2359"
"1306","1864.60s","00:30:54","1,240","05:36:31. 280 pm","2362"
"1307","1865.86s","00:30:55","1,240","05:36:32. 279 pm","2365"
"1308","1867.13s","00:30:56","1,240","05:36:33. 287 pm","2365"
"1309","1868.35s","00:30:58","1,240","05:36:34. 651 pm","2367"
"1310","1869.60s","00:30:59","1,240","05:36:35. 523 pm","2368"
"1311","1870.85s","00:31:00","1,240","05:36:35. 523 pm","2369"
"1312","1872.07s","00:31:01","1,240","05:36:37. 147 pm","2369"
"1313","1873.10s","00:31:02","1,240","05:36:40. 162 pm","2374"
"1314","1874.33s","00:31:03","1,240","05:36:40. 661 pm","2376"
"1315","1875.40s","00:31:05","1,240","05:36:41. 664 pm","2378"
"1316","1876.58s","00:31:06","1,240","05:36:42. 164 pm","2378"
"1317","1877.70s","00:31:07","1,240","05:36:44. 187 pm","2382"
"1318","1878.86s","00:31:08","1,240","05:36:45. 203 pm","2386"
"1319","1880.11s","00:31:09","1,240","05:36:46. 227 pm","2386"
"1320","1881.34s","00:31:11","1,240","05:36:47. 738 pm","2389"
"1321","1882.54s","00:31:12","1,240","05:36:49. 253 pm","2392"
"1322","1883.59s","00:31:13","1,240","05:36:50. 259 pm","2394"
"1323","1884.90s","00:31:14","1,240","05:36:50. 754 pm","2397"
"1324","1886.01s","00:31:15","1,240","05:36:51. 768 pm","2397"
"1325","1887.11s","00:31:16","1,240","05:36:51. 768 pm","2397"
"1326","1888.25s","00:31:18","1,240","05:36:51. 768 pm","2397"
"1327","1889.83s","00:31:19","1,240","05:36:55. 431 pm","2404"
"1328","1891.44s","00:31:20","1,240","05:36:57. 447 pm","2406"
"1329","1892.73s","00:31:22","1,240","05:36:59. 065 pm","2407"
"1330","1894.09s","00:31:23","1,240","05:37:00. 203 pm","2411"
"1331","1895.19s","00:31:24","1,240","05:37:01. 198 pm","2412"
"1332","1896.44s","00:31:26","1,240","05:37:02. 731 pm","2414"
"1333","1897.67s","00:31:27","1,240","05:37:03. 760 pm","2416"
"1334","1898.90s","00:31:28","1,240","05:37:03. 760 pm","2416"
"1335","1900.01s","00:31:29","1,240","05:37:03. 760 pm","2416"
"1336","1901.18s","00:31:30","1,240","05:37:03. 760 pm","2416"
"1337","1902.41s","00:31:32","1,240","05:37:03. 760 pm","2416"
"1338","1903.68s","00:31:33","1,240","05:37:08. 661 pm","2419"
"1339","1904.91s","00:31:34","1,240","05:37:09. 668 pm","2421"
"1340","1906.15s","00:31:35","1,240","05:37:11. 422 pm","2422"
"1341","1907.25s","00:31:36","1,240","05:37:12. 423 pm","2426"
"1342","1908.40s","00:31:38","1,240","05:37:13. 929 pm","2428"
"1343","1909.67s","00:31:39","1,240","05:37:15. 434 pm","2431"
"1344","1910.88s","00:31:40","1,560","05:37:15. 942 pm","2431"
"1345","1911.99s","00:31:41","1,560","05:37:15. 942 pm","2431"
"1346","1913.18s","00:31:42","1,560","05:37:15. 942 pm","2431"
"1347","1914.38s","00:31:44","1,560","05:37:15. 942 pm","2431"
"1348","1915.44s","00:31:45","1,560","05:37:15. 942 pm","2431"
"1349","1916.72s","00:31:46","1,560","05:37:15. 942 pm","2431"
"1350","1917.84s","00:31:47","1,560","05:37:15. 942 pm","2431"
"1351","1918.90s","00:31:48","1,560","05:37:15. 942 pm","2431"
"1352","1920.11s","00:31:49","1,560","05:37:25. 460 pm","2432"
"1353","1921.23s","00:31:50","1,560","05:37:25. 460 pm","2432"
"1354","1922.35s","00:31:52","1,560","05:37:25. 460 pm","2432"
"1355","1923.43s","00:31:53","1,560","05:37:28. 478 pm","2434"
"1356","1924.60s","00:31:54","1,560","05:37:29. 468 pm","2438"
"1357","1925.84s","00:31:55","1,560","05:37:30. 958 pm","2439"
"1358","1927.12s","00:31:56","1,560","05:37:30. 958 pm","2439"
"1359","1928.35s","00:31:58","1,560","05:37:30. 958 pm","2439"
"1360","1929.60s","00:31:59","1,560","05:37:30. 958 pm","2439"
"1361","1930.84s","00:32:00","1,560","05:37:36. 594 pm","2440"
"1362","1932.09s","00:32:01","1,560","05:37:37. 839 pm","2441"
"1363","1933.35s","00:32:02","1,560","05:37:38. 843 pm","2443"
"1364","1934.58s","00:32:04","1,560","05:37:40. 219 pm","2445"
"1365","1935.72s","00:32:05","1,560","05:37:40. 850 pm","2445"
"1366","1936.81s","00:32:06","1,560","05:37:41. 984 pm","2447"
"1367","1937.87s","00:32:07","1,560","05:37:42. 487 pm","2448"
"1368","1939.15s","00:32:08","1,560","05:37:45. 484 pm","2449"
"1369","1940.32s","00:32:10","1,560","05:37:46. 356 pm","2451"
"1370","1941.86s","00:32:11","1,560","05:37:48. 494 pm","2454"
"1371","1943.08s","00:32:12","1,560","05:37:48. 494 pm","2456"
"1372","1944.34s","00:32:13","1,560","05:37:50. 999 pm","2458"
"1373","1945.63s","00:32:15","1,560","05:37:52. 003 pm","2460"
"1374","1946.83s","00:32:16","1,560","05:37:53. 003 pm","2462"
"1375","1947.90s","00:32:17","1,560","05:37:54. 008 pm","2464"
"1376","1949.09s","00:32:18","1,560","05:37:55. 012 pm","2468"
"1377","1950.30s","00:32:19","1,560","05:37:57. 014 pm","2470"
"1378","1951.37s","00:32:20","1,560","05:37:58. 016 pm","2472"
"1379","1952.58s","00:32:22","1,560","05:37:59. 026 pm","2475"
"1380","1953.79s","00:32:23","1,560","05:38:00. 044 pm","2476"
"1381","1954.84s","00:32:24","1,560","05:38:01. 541 pm","2479"
"1382","1956.06s","00:32:25","1,560","05:38:03. 049 pm","2482"
"1383","1957.28s","00:32:26","1,560","05:38:03. 554 pm","2484"
"1384","1958.37s","00:32:27","1,560","05:38:05. 047 pm","2486"
"1385","1959.57s","00:32:29","1,560","05:38:06. 045 pm","2489"
"1386","1960.74s","00:32:30","1,560","05:38:07. 545 pm","2492"
"1387","1961.83s","00:32:31","1,560","05:38:08. 050 pm","2494"
"1388","1963.00s","00:32:32","1,560","05:38:09. 047 pm","2495"
"1389","1964.06s","00:32:33","1,560","05:38:09. 802 pm","2495"
"1390","1965.25s","00:32:34","1,560","05:38:09. 802 pm","2496"
"1391","1966.41s","00:32:35","1,560","05:38:12. 690 pm","2497"
"1392","1967.50s","00:32:37","1,560","05:38:12. 690 pm","2497"
"1393","1968.55s","00:32:38","1,560","05:38:15. 746 pm","2499"
"1394","1969.76s","00:32:39","1,560","05:38:16. 494 pm","2500"
"1395","1971.05s","00:32:40","1,560","05:38:16. 494 pm","2502"
"1396","1972.22s","00:32:41","1,560","05:38:18. 239 pm","2502"
"1397","1973.45s","00:32:43","1,560","05:38:18. 239 pm","2502"
"1398","1974.52s","00:32:44","1,560","05:38:21. 725 pm","2505"
"1399","1975.78s","00:32:45","1,560","05:38:22. 722 pm","2507"
"1400","1976.94s","00:32:46","1,560","05:38:22. 722 pm","2507"
"1401","1978.00s","00:32:47","1,560","05:38:22. 722 pm","2507"
"1402","1979.23s","00:32:48","1,560","05:38:25. 724 pm","2509"
"1403","1980.47s","00:32:50","1,560","05:38:26. 855 pm","2510"
"1404","1981.52s","00:32:51","1,560","05:38:26. 855 pm","2512"
"1405","1982.70s","00:32:52","1,560","05:38:28. 604 pm","2512"
"1406","1983.80s","00:32:53","1,560","05:38:28. 604 pm","2513"
"1407","1984.97s","00:32:54","1,560","05:38:30. 470 pm","2513"
"1408","1986.25s","00:32:55","1,560","05:38:32. 970 pm","2517"
"1409","1987.49s","00:32:57","1,560","05:38:33. 467 pm","2519"
"1410","1988.74s","00:32:58","1,560","05:38:34. 467 pm","2521"
"1411","1989.96s","00:32:59","1,560","05:38:35. 459 pm","2522"
"1412","1991.00s","00:33:00","1,560","05:38:37. 079 pm","2522"
"1413","1992.21s","00:33:01","1,560","05:38:38. 113 pm","2524"
"1414","1993.31s","00:33:02","1,560","05:38:39. 120 pm","2526"
"1415","1994.47s","00:33:04","1,560","05:38:41. 022 pm","2529"
"1416","1996.28s","00:33:05","1,560","05:38:42. 280 pm","2530"
"1417","1997.45s","00:33:07","1,560","05:38:43. 280 pm","2532"
"1418","1998.54s","00:33:08","1,560","05:38:43. 784 pm","2533"
"1419","1999.70s","00:33:09","1,560","05:38:43. 784 pm","2535"
"1420","2000.77s","00:33:10","1,560","05:38:47. 289 pm","2538"
"1421","2001.95s","00:33:11","1,560","05:38:48. 301 pm","2540"
"1422","2003.05s","00:33:12","1,560","05:38:49. 313 pm","2542"
"1423","2004.21s","00:33:13","1,560","05:38:49. 313 pm","2542"
"1424","2005.32s","00:33:14","1,560","05:38:51. 569 pm","2543"
"1425","2006.46s","00:33:16","1,560","05:38:51. 569 pm","2543"
"1426","2007.54s","00:33:17","1,560","05:38:51. 569 pm","2543"
"1427","2008.72s","00:33:18","1,560","05:38:55. 196 pm","2544"
"1428","2009.98s","00:33:19","1,150","05:38:56. 327 pm","2545"
"1429","2011.23s","00:33:20","1,150","05:38:56. 327 pm","2547"
"1430","2012.45s","00:33:22","1,150","05:38:57. 334 pm","2547"
"1431","2013.51s","00:33:23","1,150","05:38:57. 334 pm","2548"
"1432","2014.70s","00:33:24","1,150","05:39:01. 392 pm","2550"
"1433","2015.78s","00:33:25","1,150","05:39:02. 418 pm","2552"
"1434","2016.97s","00:33:26","1,150","05:39:03. 674 pm","2553"
"1435","2018.15s","00:33:27","1,150","05:39:04. 173 pm","2554"
"1436","2019.21s","00:33:28","1,150","05:39:04. 173 pm","2554"
"1437","2020.43s","00:33:30","1,150","05:39:04. 173 pm","2555"
"1438","2021.54s","00:33:31","1,150","05:39:08. 575 pm","2557"
"1439","2022.68s","00:33:32","1,150","05:39:09. 079 pm","2558"
"1440","2023.78s","00:33:33","1,150","05:39:09. 079 pm","2558"
"1441","2024.94s","00:33:34","1,150","05:39:10. 695 pm","2561"
"1442","2026.20s","00:33:35","1,150","05:39:12. 859 pm","2562"
"1443","2027.42s","00:33:37","1,150","05:39:14. 111 pm","2563"
"1444","2028.47s","00:33:38","1,150","05:39:14. 111 pm","2564"
"1445","2029.67s","00:33:39","1,150","05:39:15. 227 pm","2567"
"1446","2030.84s","00:33:40","1,150","05:39:16. 862 pm","2569"
"1447","2032.05s","00:33:41","1,150","05:39:18. 365 pm","2571"
"1448","2033.17s","00:33:42","1,150","05:39:18. 365 pm","2572"
"1449","2034.31s","00:33:43","1,150","05:39:20. 767 pm","2573"
"1450","2035.53s","00:33:45","1,150","05:39:20. 767 pm","2573"
"1451","2036.70s","00:33:46","1,150","05:39:20. 767 pm","2574"
"1452","2037.94s","00:33:47","1,150","05:39:23. 770 pm","2575"
"1453","2039.22s","00:33:48","1,150","05:39:24. 521 pm","2577"
"1454","2040.44s","00:33:50","1,150","05:39:26. 164 pm","2579"
"1455","2041.69s","00:33:51","1,150","05:39:27. 684 pm","2582"
"1456","2042.92s","00:33:52","1,150","05:39:29. 183 pm","2584"
"1457","2044.04s","00:33:53","1,150","05:39:30. 187 pm","2587"
"1458","2045.17s","00:33:54","1,150","05:39:31. 707 pm","2588"
"1459","2046.26s","00:33:55","1,150","05:39:32. 706 pm","2590"
"1460","2047.44s","00:33:57","1,150","05:39:33. 202 pm","2592"
"1461","2048.70s","00:33:58","1,150","05:39:35. 605 pm","2595"
"1462","2049.94s","00:33:59","1,150","05:39:36. 616 pm","2596"
"1463","2051.20s","00:34:00","1,150","05:39:38. 133 pm","2599"
"1464","2052.39s","00:34:02","1,150","05:39:39. 145 pm","2601"
"1465","2053.90s","00:34:03","1,150","05:39:40. 673 pm","2604"
"1466","2055.13s","00:34:04","1,150","05:39:41. 670 pm","2606"
"1467","2056.29s","00:34:05","1,150","05:39:41. 670 pm","2607"
"1468","2057.39s","00:34:07","1,150","05:39:43. 174 pm","2610"
"1469","2058.47s","00:34:08","1,150","05:39:45. 178 pm","2612"
"1470","2059.66s","00:34:09","1,150","05:39:46. 175 pm","2615"
"1471","2060.88s","00:34:10","1,150","05:39:46. 715 pm","2615"
"1472","2061.96s","00:34:11","1,150","05:39:48. 591 pm","2618"
"1473","2063.15s","00:34:12","1,150","05:39:48. 591 pm","2618"
"1474","2064.22s","00:34:13","1,150","05:39:48. 591 pm","2618"
"1475","2065.35s","00:34:15","1,150","05:39:51. 478 pm","2621"
"1476","2066.87s","00:34:16","1,150","05:39:51. 977 pm","2622"
"1477","2068.08s","00:34:17","1,150","05:39:54. 986 pm","2625"
"1478","2069.21s","00:34:18","1,150","05:39:55. 481 pm","2626"
"1479","2070.36s","00:34:20","1,150","05:39:56. 487 pm","2630"
"1480","2071.89s","00:34:21","1,150","05:39:58. 494 pm","2633"
"1481","2073.11s","00:34:22","1,150","05:39:59. 497 pm","2634"
"1482","2074.22s","00:34:23","1,150","05:40:00. 007 pm","2635"
"1483","2075.35s","00:34:25","1,150","05:40:00. 007 pm","2635"
"1484","2076.87s","00:34:26","1,150","05:40:00. 007 pm","2635"
"1485","2078.11s","00:34:27","1,150","05:40:04. 383 pm","2637"
"1486","2079.16s","00:34:28","1,150","05:40:04. 383 pm","2637"
"1487","2080.32s","00:34:29","1,150","05:40:04. 383 pm","2637"
"1488","2081.40s","00:34:30","1,150","05:40:04. 383 pm","2639"
"1489","2082.60s","00:34:32","1,150","05:40:08. 636 pm","2640"
"1490","2083.69s","00:34:33","1,150","05:40:09. 638 pm","2641"
"1491","2084.82s","00:34:34","1,150","05:40:10. 653 pm","2645"
"1492","2085.90s","00:34:35","1,150","05:40:12. 728 pm","2047"
"1493","2087.13s","00:34:36","1,150","05:40:13. 232 pm","2648"
"1494","2088.35s","00:34:37","1,150","05:40:14. 748 pm","2651"
"1495","2089.43s","00:34:38","1,150","05:40:15. 759 pm","2653"
"1496","2090.61s","00:34:40","1,150","05:40:16. 765 pm","2656"
"1497","2091.82s","00:34:41","1,150","05:40:17. 762 pm","2659"
"1498","2092.92s","00:34:42","1,150","05:40:19. 768 pm","2061"
"1499","2094.13s","00:34:43","1,150","05:40:20. 777 pm","2663"
"1500","2095.42s","00:34:44","1,150","05:40:20. 777 pm","2663"
"1501","2096.68s","00:34:46","1,150","05:40:22. 899 pm","2067"
"1502","2097.83s","00:34:47","1,150","05:40:24. 654 pm","2669"
"1503","2098.88s","00:34:48","1,150","05:40:25. 656 pm","2671"
"1504","2100.08s","00:34:49","1,150","05:40:26. 661 pm","2674"
"1505","2101.21s","00:34:50","1,150","05:40:27. 921 pm","2675"
"1506","2102.34s","00:34:52","1,150","05:40:28. 931 pm","20677"
"1507","2103.91s","00:34:53","1,150","05:40:30. 688 pm","2678"
"1508","2105.11s","00:34:54","1,150","05:40:30. 688 pm","2678"
"1509","2106.40s","00:34:55","1,150","05:40:30. 688 pm","2679"
"1510","2107.62s","00:34:57","1,150","05:40:33. 835 pm","2681"
"1511","2108.88s","00:34:58","1,150","05:40:35. 345 pm","2684"
"1512","2110.20s","00:34:59","1,420","05:40:36. 879 pm","2687"
"1513","2111.36s","00:35:00","1,420","05:40:37. 383 pm","2688"
"1514","2112.43s","00:35:01","1,420","05:40:39. 389 pm","2690"
"1515","2113.62s","00:35:03","1,420","05:40:39. 389 pm","2690"
"1516","2114.84s","00:35:04","1,420","05:40:41. 138 pm","2692"
"1517","2115.92s","00:35:05","1,420","05:40:41. 138 pm","2694"
"1518","2117.10s","00:35:06","1,420","05:40:44. 023 pm","2696"
"1519","2118.22s","00:35:07","1,420","05:40:44. 786 pm","20697"
"1520","2119.36s","00:35:08","1,420","05:40:44. 786 pm","2698"
"1521","2120.61s","00:35:10","1,420","05:40:45. 783 pm","2698"
"1522","2121.69s","00:35:11","1,420","05:40:47. 924 pm","2702"
"1523","2122.85s","00:35:12","1,420","05:40:49. 193 pm","2703"
"1524","2123.93s","00:35:13","1,420","05:40:49. 193 pm","2703"
"1525","2125.07s","00:35:14","1,420","05:40:51. 566 pm","2705"
"1526","2126.23s","00:35:15","1,420","05:40:53. 129 pm","2708"
"1527","2127.34s","00:35:17","1,420","05:40:54. 135 pm","2709"
"1528","2128.85s","00:35:18","1,420","05:40:54. 632 pm","2710"
"1529","2129.92s","00:35:19","1,420","05:40:57. 151 pm","2715"
"1530","2131.13s","00:35:20","1,420","05:40:57. 660 pm","2717"
"1531","2132.40s","00:35:21","1,420","05:40:59. 302 pm","2720"
"1532","2133.62s","00:35:23","1,420","05:41:00. 311 pm","2721"
"1533","2134.87s","00:35:24","1,420","05:41:01. 831 pm","2724"
"1534","2136.17s","00:35:25","1,420","05:41:01. 831 pm","2724"
"1535","2137.37s","00:35:26","1,420","05:41:04. 339 pm","2727"
"1536","2138.62s","00:35:28","1,420","05:41:05. 349 pm","2729"
"1537","2139.88s","00:35:29","1,420","05:41:05. 349 pm","2729"
"1538","2141.10s","00:35:30","1,420","05:41:06. 481 pm","2730"
"1539","2142.15s","00:35:31","1,420","05:41:08. 370 pm","2731"
"1540","2143.37s","00:35:32","1,420","05:41:09. 617 pm","2732"
"1541","2144.59s","00:35:34","1,420","05:41:09. 617 pm","2732"
"1542","2145.67s","00:35:35","1,420","05:41:09. 617 pm","2732"
"1543","2146.90s","00:35:36","1,420","05:41:09. 617 pm","2734"
"1544","2148.12s","00:35:37","1,420","05:41:13. 245 pm","2734"
"1545","2149.38s","00:35:38","1,420","05:41:16. 125 pm","2736"
"1546","2150.67s","00:35:40","1,420","05:41:17. 126 pm","2738"
"1547","2151.86s","00:35:41","1,420","05:41:18. 639 pm","2743"
"1548","2153.10s","00:35:42","1,420","05:41:19. 638 pm","2745"
"1549","2154.19s","00:35:43","1,420","05:41:21. 152 pm","2747"
"1550","2155.40s","00:35:45","1,420","05:41:21. 655 pm","2748"
"1551","2156.73s","00:35:46","1,420","05:41:21. 655 pm","2748"
"1552","2157.86s","00:35:47","1,420","05:41:24. 396 pm","2752"
"1553","2158.95s","00:35:48","1,420","05:41:25. 903 pm","2754"
"1554","2160.17s","00:35:49","1,420","05:41:26. 403 pm","2756"
"1555","2161.39s","00:35:50","1,420","05:41:27. 902 pm","2759"
"1556","2162.62s","00:35:52","1,420","05:41:28. 398 pm","2761"
"1557","2163.89s","00:35:53","1,420","05:41:29. 397 pm","2761"
"1558","2165.10s","00:35:54","1,420","05:41:31. 911 pm","2766"
"1559","2166.20s","00:35:55","1,420","05:41:32. 413 pm","2767"
"1560","2167.36s","00:35:56","1,420","05:41:34. 163 pm","2770"
"1561","2168.42s","00:35:57","1,420","05:41:35. 162 pm","2773"
"1562","2169.61s","00:35:59","1,420","05:41:35. 665 pm","2774"
"1563","2170.94s","00:36:00","1,420","05:41:37. 165 pm","2077"
"1564","2172.13s","00:36:01","1,420","05:41:38. 162 pm","2779"
"1565","2173.36s","00:36:02","1,420","05:41:39. 183 pm","2782"
"1566","2174.57s","00:36:04","1,420","05:41:40. 223 pm","2784"
"1567","2175.65s","00:36:05","1,420","05:41:41. 231 pm","2784"
"1568","2176.83s","00:36:06","1,420","05:41:43. 244 pm","2788"
"1569","2178.07s","00:36:07","1,420","05:41:44. 756 pm","2791"
"1570","2179.17s","00:36:08","1,420","05:41:44. 756 pm","2791"
"1571","2180.28s","00:36:09","1,420","05:41:46. 016 pm","2794"
"1572","2181.38s","00:36:10","1,420","05:41:46. 516 pm","2794"
"1573","2182.53s","00:36:12","1,420","05:41:49. 287 pm","2799"
"1574","2183.67s","00:36:13","1,420","05:41:49. 287 pm","2799"
"1575","2184.82s","00:36:14","1,420","05:41:51. 305 pm","2801"
"1576","2186.05s","00:36:15","1,420","05:41:51. 305 pm","2801"
"1577","2187.39s","00:36:16","1,420","05:41:54. 063 pm","2803"
"1578","2188.56s","00:36:18","1,420","05:41:54. 566 pm","2803"
"1579","2189.80s","00:36:19","1,420","05:41:56. 705 pm","2804"
"1580","2191.05s","00:36:20","1,420","05:41:57. 202 pm","2806"
"1581","2192.27s","00:36:21","1,420","05:41:58. 722 pm","2809"
"1582","2193.40s","00:36:23","1,420","05:42:00. 229 pm","2811"
"1583","2194.52s","00:36:24","1,420","05:42:01. 263 pm","2813"
"1584","2195.59s","00:36:25","1,420","05:42:02. 262 pm","2815"
"1585","2196.87s","00:36:26","1,420","05:42:02. 262 pm","2815"
"1586","2198.06s","00:36:27","1,420","05:42:04. 282 pm","2820"
"1587","2199.30s","00:36:28","1,420","05:42:05. 278 pm","2820"
"1588","2200.52s","00:36:30","1,420","05:42:07. 042 pm","2822"
"1589","2201.62s","00:36:31","1,420","05:42:08. 542 pm","2824"
"1590","2202.76s","00:36:32","1,420","05:42:08. 542 pm","2824"
"1591","2204.01s","00:36:33","1,420","05:42:08. 542 pm","2824"
"1592","2205.23s","00:36:34","1,420","05:42:11. 170 pm","2826"
"1593","2206.34s","00:36:35","1,420","05:42:12. 662 pm","2827"
"1594","2207.46s","00:36:37","1,420","05:42:12. 662 pm","2828"
"1595","2208.55s","00:36:38","1,420","05:42:14. 283 pm","2831"
"1596","2209.72s","00:36:39","1,420","05:42:16. 280 pm","2833"
"1597","2211.03s","00:36:40","1,460","05:42:17. 797 pm","2834"
"1598","2212.23s","00:36:41","1,460","05:42:17. 797 pm","2834"
"1599","2213.48s","00:36:43","1,460","05:42:19. 294 pm","2835"
"1600","2214.70s","00:36:44","1,460","05:42:21. 192 pm","2838"
"1601","2215.83s","00:36:45","1,460","05:42:21. 691 pm","2838"
"1602","2217.08s","00:36:46","1,460","05:42:23. 311 pm","2840"
"1603","2218.21s","00:36:47","1,460","05:42:24. 808 pm","2843"
"1604","2219.33s","00:36:48","1,460","05:42:24. 808 pm","2843"
"1605","2220.48s","00:36:50","1,460","05:42:26. 921 pm","2847"
"1606","2221.72s","00:36:51","1,460","05:42:28. 174 pm","2849"
"1607","2222.96s","00:36:52","1,460","05:42:29. 931 pm","2851"
"1608","2224.05s","00:36:53","1,460","05:42:29. 931 pm","2851"
"1609","2225.21s","00:36:54","1,460","05:42:29. 931 pm","2852"
"1610","2226.45s","00:36:56","1,460","05:42:32. 186 pm","2855"
"1611","2227.68s","00:36:57","1,460","05:42:34. 194 pm","2857"
"1612","2228.94s","00:36:58","1,460","05:42:34. 194 pm","2858"
"1613","2230.19s","00:36:59","1,460","05:42:35. 945 pm","2859"
"1614","2231.45s","00:37:00","1,460","05:42:38. 475 pm","2863"
"1615","2232.66s","00:37:02","1,460","05:42:38. 475 pm","2866"
"1616","2233.82s","00:37:03","1,460","05:42:40. 000 pm","2866"
"1617","2234.92s","00:37:04","1,460","05:42:41. 243 pm","2868"
"1618","2236.01s","00:37:05","1,460","05:42:42. 377 pm","2869"
"1619","2237.20s","00:37:06","1,460","05:42:43. 501 pm","2870"
"1620","2238.41s","00:37:07","1,460","05:42:44. 512 pm","2873"
"1621","2239.50s","00:37:08","1,460","05:42:45. 503 pm","2874"
"1622","2240.67s","00:37:10","1,460","05:42:46. 994 pm","2878"
"1623","2241.75s","00:37:11","1,460","05:42:47. 996 pm","2881"
"1624","2242.95s","00:37:12","1,460","05:42:49. 010 pm","2881"
"1625","2244.16s","00:37:13","1,460","05:42:50. 504 pm","2884"
"1626","2245.21s","00:37:14","1,460","05:42:51. 999 pm","2886"
"1627","2246.41s","00:37:15","1,460","05:42:53. 119 pm","2887"
"1628","2247.60s","00:37:16","1,460","05:42:53. 989 pm","2889"
"1629","2248.66s","00:37:18","1,460","05:42:55. 497 pm","2890"
"1630","2249.72s","00:37:19","1,460","05:42:55. 497 pm","2890"
"1631","2250.92s","00:37:20","1,460","05:42:57. 491 pm","2894"
"1632","2252.08s","00:37:21","1,460","05:42:58. 999 pm","2897"
"1633","2253.16s","00:37:22","1,460","05:42:59. 498 pm","2898"
"1634","2254.22s","00:37:23","1,460","05:43:00. 505 pm","2900"
"1635","2255.41s","00:37:25","1,460","05:43:01. 516 pm","2904"
"1636","2256.56s","00:37:26","1,460","05:43:02. 527 pm","2904"
"1637","2257.69s","00:37:27","1,460","05:43:03. 898 pm","2906"
"1638","2258.92s","00:37:28","1,460","05:43:04. 908 pm","2907"
"1639","2260.00s","00:37:29","1,460","05:43:06. 066 pm","2909"
"1640","2261.16s","00:37:30","1,460","05:43:07. 570 pm","2910"
"1641","2262.39s","00:37:31","1,460","05:43:08. 944 pm","2913"
"1642","2263.46s","00:37:32","1,460","05:43:09. 935 pm","2914"
"1643","2264.63s","00:37:34","1,460","05:43:09. 935 pm","2914"
"1644","2265.78s","00:37:35","1,460","05:43:12. 557 pm","2915"
"1645","2266.91s","00:37:36","1,460","05:43:12. 957 pm","2915"
"1646","2268.15s","00:37:37","1,460","05:43:14. 172 pm","2916"
"1647","2269.40s","00:37:38","1,460","05:43:14. 172 pm","2916"
"1648","2270.62s","00:37:40","1,460","05:43:16. 434 pm","2919"
"1649","2271.86s","00:37:41","1,460","05:43:18. 564 pm","2921"
"1650","2273.12s","00:37:42","1,460","05:43:19. 067 pm","2922"
"1651","2274.35s","00:37:43","1,460","05:43:20. 441 pm","2925"
"1652","2275.47s","00:37:45","1,460","05:43:21. 320 pm","2925"
"1653","2276.58s","00:37:46","1,460","05:43:22. 316 pm","2927"
"1654","2277.74s","00:37:47","1,460","05:43:24. 217 pm","2928"
