index,video_time_s,timer,rate_hz,last_event_time,event_count
"1655","2278.85s","00:37:48","1,460","05:43:24. 217 pm","2928"
"1656","2279.95s","00:37:49","1,460","05:43:24. 217 pm","2928"
"1657","2281.07s","00:37:50","1,460","05:43:27. 705 pm","2929"
"1658","2282.27s","00:37:51","1,460","05:43:27. 705 pm","2932"
"1659","2283.35s","00:37:52","1,460","05:43:30. 260 pm","2934"
"1660","2284.53s","00:37:54","1,460","05:43:30. 260 pm","2936"
"1661","2285.80s","00:37:55","1,460","05:43:32. 285 pm","2939"
"1662","2287.05s","00:37:56","1,460","05:43:32. 789 pm","2941"
"1663","2288.29s","00:37:57","1,460","05:43:34. 792 pm","2943"
"1664","2289.51s","00:37:59","1,460","05:43:35. 793 pm","2947"
"1665","2290.72s","00:38:00","1,460","05:43:36. 927 pm","2947"
"1666","2291.80s","00:38:01","1,460","05:43:36. 927 pm","2947"
"1667","2292.99s","00:38:02","1,460","05:43:38. 954 pm","2949"
"1668","2294.08s","00:38:03","1,460","05:43:40. 338 pm","2950"
"1669","2295.21s","00:38:04","1,460","05:43:40. 845 pm","2953"
"1670","2296.46s","00:38:05","1,460","05:43:42. 894 pm","2957"
"1671","2297.68s","00:38:07","1,460","05:43:43. 904 pm","2959"
"1672","2298.89s","00:38:08","1,460","05:43:45. 781 pm","2960"
"1673","2299.95s","00:38:09","1,460","05:43:45. 781 pm","2960"
"1674","2301.19s","00:38:10","1,460","05:43:47. 310 pm","2961"
"1675","2302.44s","00:38:11","1,460","05:43:48. 182 pm","2962"
"1676","2303.67s","00:38:13","1,460","05:43:48. 182 pm","2962"
"1677","2304.73s","00:38:14","1,460","05:43:48. 182 pm","2962"
"1678","2305.93s","00:38:15","1,460","05:43:52. 183 pm","2964"
"1679","2307.21s","00:38:16","1,460","05:43:52. 691 pm","2966"
"1680","2308.45s","00:38:17","1,460","05:43:53. 946 pm","2966"
"1681","2309.70s","00:38:19","1,460","05:43:53. 946 pm","2967"
"1682","2310.91s","00:38:20","1,340","05:43:56. 070 pm","2967"
"1683","2312.19s","00:38:21","1,340","05:43:56. 070 pm","2968"
"1684","2313.50s","00:38:22","1,340","05:43:59. 313 pm","2971"
"1685","2314.61s","00:38:24","1,340","05:44:00. 825 pm","2972"
"1686","2315.74s","00:38:25","1,340","05:44:02. 244 pm","2974"
"1687","2316.88s","00:38:26","1,340","05:44:03. 375 pm","2976"
"1688","2318.09s","00:38:27","1,340","05:44:03. 375 pm","2976"
"1689","2319.37s","00:38:28","1,340","05:44:04. 908 pm","2979"
"1690","2320.58s","00:38:30","1,340","05:44:05. 922 pm","2980"
"1691","2321.54s","00:38:31","1,340","05:44:05. 922 pm","2980"
"1692","2322.50s","00:38:32","1,340","05:44:06. 431 pm","2984"
"1693","2323.54s","00:38:33","1,340","05:44:09. 936 pm","2986"
"1694","2324.56s","00:38:34","1,340","05:44:11. 430 pm","2987"
"1695","2325.59s","00:38:35","1,340","05:44:11. 430 pm","2987"
"1696","2326.53s","00:38:36","1,340","05:44:11. 430 pm","2990"
"1697","2327.55s","00:38:37","1,340","05:44:14. 557 pm","2991"
"1698","2328.52s","00:38:38","1,340","05:44:15. 303 pm","2992"
"1699","2329.51s","00:38:39","1,340","05:44:15. 303 pm","2992"
"1700","2330.57s","00:38:40","1,340","05:44:16. 799 pm","2995"
"1701","2331.59s","00:38:41","1,340","05:44:18. 295 pm","2997"
"1702","2332.57s","00:38:42","1,340","05:44:19. 321 pm","2998"
"1703","2333.56s","00:38:43","1,340","05:44:19. 321 pm","2998"
"1704","2334.54s","00:38:44","1,340","05:44:19. 321 pm","2998"
"1705","2335.57s","00:38:45","1,340","05:44:19. 321 pm","2998"
"1706","2336.55s","00:38:46","1,340","05:44:19. 321 pm","2998"
"1707","2337.53s","00:38:47","1,340","05:44:19. 321 pm","3000"
"1708","2338.53s","00:38:48","1,340","05:44:23. 947 pm","3000"
"1709","2339.56s","00:38:49","1,340","05:44:23. 947 pm","3000"
"1710","2340.55s","00:38:50","1,340","05:44:26. 211 pm","3002"
"1711","2341.53s","00:38:51","1,340","05:44:27. 964 pm","3002"
"1712","2342.54s","00:38:52","1,340","05:44:28. 831 pm","3003"
"1713","2343.58s","00:38:53","1,340","05:44:29. 847 pm","3005"
"1714","2344.55s","00:38:54","1,340","05:44:31. 095 pm","3007"
"1715","2345.53s","00:38:55","1,340","05:44:31. 095 pm","3007"
"1716","2346.52s","00:38:56","1,340","05:44:32. 965 pm","3008"
"1717","2347.52s","00:38:57","1,340","05:44:32. 965 pm","3009"
"1718","2348.54s","00:38:58","1,340","05:44:35. 522 pm","3011"
"1719","2349.53s","00:38:59","1,340","05:44:36. 028 pm","3012"
"1720","2350.57s","00:39:00","1,340","05:44:37. 175 pm","3014"
"1721","2351.53s","00:39:01","1,340","05:44:38. 181 pm","3015"
"1722","2352.51s","00:39:02","1,340","05:44:39. 183 pm","3017"
"1723","2353.54s","00:39:03","1,340","05:44:40. 184 pm","3019"
"1724","2354.55s","00:39:04","1,340","05:44:40. 690 pm","3020"
"1725","2355.54s","00:39:05","1,340","05:44:42. 195 pm","3023"
"1726","2356.52s","00:39:06","1,340","05:44:43. 190 pm","3025"
"1727","2357.54s","00:39:07","1,340","05:44:44. 709 pm","3028"
"1728","2358.56s","00:39:08","1,340","05:44:44. 709 pm","3030"
"1729","2359.53s","00:39:09","1,340","05:44:46. 283 pm","3032"
"1730","2360.54s","00:39:10","1,340","05:44:47. 787 pm","3034"
"1731","2361.63s","00:39:11","1,340","05:44:48. 283 pm","3036"
"1732","2362.88s","00:39:12","1,340","05:44:49. 278 pm","3037"
"1733","2364.13s","00:39:13","1,340","05:44:50. 274 pm","3039"
"1734","2365.27s","00:39:14","1,340","05:44:51. 652 pm","3042"
"1735","2366.82s","00:39:15","1,340","05:44:52. 646 pm","3042"
"1736","2367.82s","00:39:17","1,340","05:44:54. 397 pm","3043"
"1737","2368.81s","00:39:18","1,340","05:44:54. 397 pm","3045"
"1738","2369.73s","00:39:19","1,340","05:44:55. 895 pm","3045"
"1739","2371.86s","00:39:20","1,340","05:44:57. 911 pm","3048"
"1740","2372.99s","00:39:22","1,340","05:44:59. 046 pm","3050"
"1741","2373.98s","00:39:23","1,340","05:45:00. 306 pm","3053"
"1742","2374.96s","00:39:24","1,340","05:45:01. 063 pm","3053"
"1743","2375.97s","00:39:25","1,340","05:45:01. 063 pm","3053"
"1744","2376.99s","00:39:26","1,340","05:45:03. 579 pm","3054"
"1745","2377.99s","00:39:27","1,340","05:45:03. 579 pm","3054"
"1746","2379.02s","00:39:28","1,340","05:45:05. 479 pm","3055"
"1747","2380.06s","00:39:29","1,340","05:45:05. 479 pm","3055"
"1748","2381.03s","00:39:30","1,340","05:45:05. 479 pm","3055"
"1749","2382.04s","00:39:31","1,340","05:45:08. 857 pm","3056"
"1750","2383.03s","00:39:32","1,340","05:45:08. 857 pm","3056"
"1751","2384.02s","00:39:33","1,340","05:45:10. 605 pm","3058"
"1752","2385.02s","00:39:34","1,340","05:45:12. 103 pm","3060"
"1753","2386.11s","00:39:35","1,340","05:45:12. 855 pm","3061"
"1754","2387.29s","00:39:36","1,340","05:45:12. 855 pm","3061"
"1755","2388.59s","00:39:37","1,340","05:45:14. 867 pm","3063"
"1756","2389.85s","00:39:39","1,340","05:45:16. 363 pm","3066"
"1757","2390.99s","00:39:40","1,340","05:45:17. 373 pm","3069"
"1758","2392.81s","00:39:42","1,340","05:45:18. 895 pm","3072"
"1759","2393.88s","00:39:43","1,340","05:45:21. 012 pm","3073"
"1760","2395.92s","00:39:45","1,340","05:45:21. 012 pm","3073"
"1761","2398.94s","00:39:47","1,340","05:45:24. 507 pm","3075"
"1762","2405.05s","00:39:50","1,340","05:45:29. 321 pm","3082"
"1763","2410.98s","00:39:56","1,340","05:45:34. 343 pm","3090"
"1764","2416.96s","00:40:02","1,230","05:45:40. 965 pm","3095"
"1765","2422.91s","00:40:08","1,230","05:45:46. 975 pm","3106"
"1766","2429.17s","00:40:14","1,230","05:45:53. 241 pm","3113"
"1767","2434.68s","00:40:20","1,230","05:45:58. 989 pm","3120"
"1768","2439.72s","00:40:25","1,230","05:46:02. 494 pm","3126"
"1769","2445.82s","00:40:31","1,230","05:46:08. 773 pm","3132"
"1770","2451.81s","00:40:37","1,230","05:46:15. 544 pm","3143"
"1771","2456.07s","00:40:46","1,230","05:46:22. 366 pm","3150"
"1772","2458.09s","00:40:47","1,230","05:46:23. 393 pm","3152"
"1773","2459.34s","00:40:48","1,230","05:46:25. 300 pm","3153"
"1774","2460.61s","00:40:50","1,230","05:46:27. 080 pm","3155"
"1775","2461.79s","00:40:51","1,230","05:46:28. 828 pm","3158"
"1776","2463.74s","00:40:52","1,230","05:46:30. 081 pm","3160"
"1777","2464.76s","00:40:54","1,230","05:46:31. 582 pm","3163"
"1778","2466.08s","00:40:55","1,230","05:46:32. 950 pm","3165"
"1779","2467.27s","00:40:56","1,230","05:46:32. 950 pm","3165"
"1780","2468.27s","00:40:57","1,230","05:46:34. 828 pm","3166"
"1781","2469.26s","00:40:58","1,230","05:46:34. 828 pm","3166"
"1782","2470.27s","00:40:59","1,230","05:46:34. 828 pm","3166"
"1783","2471.29s","00:41:00","1,230","05:46:34. 828 pm","3166"
"1784","2472.25s","00:41:01","1,230","05:46:37. 842 pm","3168"
"1785","2473.28s","00:41:02","1,230","05:46:39. 093 pm","3169"
"1786","2474.29s","00:41:03","1,230","05:46:39. 093 pm","3169"
"1787","2475.27s","00:41:04","1,230","05:46:40. 462 pm","3170"
"1788","2476.37s","00:41:05","1,230","05:46:41. 336 pm","3171"
"1789","2477.59s","00:41:07","1,230","05:46:41. 336 pm","3172"
"1790","2478.79s","00:41:08","1,230","05:46:43. 340 pm","3173"
"1791","2479.92s","00:41:09","1,230","05:46:44. 588 pm","3176"
"1792","2481.13s","00:41:10","1,230","05:46:47. 606 pm","3178"
"1793","2482.31s","00:41:11","1,230","05:46:49. 107 pm","3180"
"1794","2483.38s","00:41:12","1,230","05:46:49. 630 pm","3181"
"1795","2484.53s","00:41:14","1,230","05:46:51. 044 pm","3183"
"1796","2485.52s","00:41:15","1,230","05:46:51. 044 pm","3183"
"1797","2487.55s","00:41:16","1,230","05:46:54. 192 pm","3185"
"1798","2489.48s","00:41:18","1,230","05:46:55. 569 pm","3189"
"1799","2490.50s","00:41:20","1,230","05:46:57. 063 pm","3190"
"1800","2492.01s","00:41:21","1,230","05:46:57. 941 pm","3191"
"1801","2493.48s","00:41:22","1,230","05:47:00. 183 pm","3192"
"1802","2494.76s","00:41:24","1,230","05:47:01. 450 pm","3193"
"1803","2495.84s","00:41:25","1,230","05:47:02. 572 pm","3194"
"1804","2497.55s","00:41:26","1,230","05:47:02. 572 pm","3195"
"1805","2498.53s","00:41:28","1,230","05:47:04. 936 pm","3198"
"1806","2500.08s","00:41:29","1,230","05:47:05. 963 pm","3198"
"1807","2501.25s","00:41:30","1,230","05:47:07. 955 pm","3202"
"1808","2502.26s","00:41:31","1,230","05:47:08. 454 pm","3204"
"1809","2503.26s","00:41:32","1,230","05:47:08. 953 pm","32006"
"1810","2504.28s","00:41:33","1,230","05:47:10. 444 pm","32006"
"1811","2505.83s","00:41:34","1,230","05:47:11. 439 pm","3209"
"1812","2507.29s","00:41:36","1,230","05:47:12. 565 pm","3210"
"1813","2508.29s","00:41:37","1,230","05:47:14. 553 pm","3210"
"1814","2509.30s","00:41:38","1,230","05:47:16. 556 pm","3212"
"1815","2510.47s","00:41:39","1,220","05:47:16. 556 pm","3212"
"1816","2511.51s","00:41:41","1,220","05:47:16. 556 pm","3215"
"1817","2512.69s","00:41:42","1,220","05:47:19. 054 pm","3215"
"1818","2514.53s","00:41:43","1,220","05:47:21. 041 pm","3218"
"1819","2515.62s","00:41:45","1,220","05:47:22. 415 pm","3220"
"1820","2516.90s","00:41:46","1,220","05:47:22. 917 pm","3221"
"1821","2518.07s","00:41:47","1,220","05:47:22. 917 pm","3221"
"1822","2519.09s","00:41:48","1,220","05:47:25. 300 pm","3222"
"1823","2520.32s","00:41:49","1,220","05:47:25. 300 pm","3222"
"1824","2521.40s","00:41:50","1,220","05:47:27. 574 pm","3225"
"1825","2522.93s","00:41:52","1,220","05:47:28. 691 pm","3226"
"1826","2524.06s","00:41:53","1,220","05:47:31. 198 pm","3228"
"1827","2525.03s","00:41:54","1,220","05:47:31. 198 pm","3228"
"1828","2526.00s","00:41:55","1,220","05:47:31. 198 pm","3228"
"1829","2527.08s","00:41:56","1,220","05:47:34. 073 pm","3231"
"1830","2528.71s","00:41:57","1,220","05:47:34. 595 pm","3234"
"1831","2530.70s","00:41:59","1,220","05:47:36. 603 pm","3235"
"1832","2531.78s","00:42:01","1,220","05:47:37. 979 pm","3236"
"1833","2532.83s","00:42:02","1,220","05:47:37. 979 pm","3236"
"1834","2534.04s","00:42:03","1,220","05:47:40. 877 pm","3237"
"1835","2535.12s","00:42:04","1,220","05:47:40. 877 pm","3238"
"1836","2536.33s","00:42:05","1,220","05:47:41. 754 pm","3239"
"1837","2537.59s","00:42:07","1,220","05:47:43. 248 pm","3239"
"1838","2538.80s","00:42:08","1,220","05:47:44. 244 pm","3240"
"1839","2540.05s","00:42:09","1,220","05:47:45. 750 pm","3242"
"1840","2541.06s","00:42:10","1,220","05:47:45. 750 pm","3242"
"1841","2542.15s","00:42:11","1,220","05:47:48. 625 pm","3243"
"1842","2543.38s","00:42:12","1,220","05:47:48. 625 pm","3244"
"1843","2545.54s","00:42:14","1,220","05:47:51. 541 pm","3249"
"1844","2546.65s","00:42:16","1,220","05:47:52. 551 pm","3249"
"1845","2547.80s","00:42:17","1,220","05:47:53. 559 pm","3253"
"1846","2548.82s","00:42:18","1,220","05:47:55. 595 pm","3255"
"1847","2549.89s","00:42:19","1,220","05:47:56. 597 pm","3256"
"1848","2551.05s","00:42:20","1,220","05:47:57. 605 pm","3258"
"1849","2553.29s","00:42:21","1,220","05:47:59. 728 pm","3262"
"1850","2554.53s","00:42:23","1,220","05:48:00. 726 pm","3265"
"1851","2556.47s","00:42:25","1,220","05:48:02. 230 pm","3266"
"1852","2558.50s","00:42:26","1,220","05:48:04. 218 pm","3270"
"1853","2561.88s","00:42:29","1,220","05:48:06. 222 pm","3275"
"1854","2561.88s","00:42:32","1,220","05:48:09. 243 pm","3275"
"1855","2564.57s","00:42:33","1,220","05:48:09. 738 pm","3276"
"1856","2566.40s","00:42:35","1,220","05:48:13. 224 pm","3277"
"1857","2568.61s","00:42:37","1,220","05:48:14. 351 pm","3279"
"1858","2570.47s","00:42:39","1,220","05:48:16. 106 pm","3282"
"1859","2573.60s","00:42:41","1,220","05:48:18. 350 pm","3283"
"1860","2579.42s","00:42:44","1,220","05:48:21. 123 pm","3288"
"1861","2585.33s","00:42:50","1,220","05:48:30. 265 pm","3296"
"1862","2591.40s","00:42:56","1,220","05:48:33. 626 pm","3304"
"1863","2596.96s","00:43:02","1,220","05:48:39. 747 pm","3309"
"1864","2603.94s","00:43:08","1,220","05:48:43. 508 pm","3313"
"1865","2610.02s","00:43:14","1,220","05:48:53. 731 pm","3317"
"1866","2615.17s","00:43:20","1,060","05:48:59. 870 pm","3325"
"1867","2621.06s","00:43:26","1,060","05:49:05. 513 pm","3335"
"1868","2626.62s","00:43:35","1,060","05:49:12. 251 pm","3337"
"1869","2628.27s","00:43:37","1,060","05:49:14. 372 pm","3338"
"1870","2630.31s","00:43:39","1,060","05:49:16. 129 pm","3339"
"1871","2632.19s","00:43:41","1,060","05:49:16. 129 pm","3339"
"1872","2634.09s","00:43:43","1,060","05:49:19. 750 pm","3342"
"1873","2639.45s","00:43:45","1,060","05:49:23. 760 pm","3349"
"1874","2645.53s","00:43:50","1,060","05:49:30. 197 pm","3359"
"1875","2650.64s","00:43:56","1,060","05:49:33. 834 pm","3363"
"1876","2656.29s","00:44:01","1,060","05:49:38. 325 pm","3368"
"1877","2662.49s","00:44:07","1,060","05:49:46. 163 pm","3378"
"1878","2667.93s","00:44:13","1,060","05:49:52. 194 pm","3386"
"1879","2673.71s","00:44:18","1,060","05:49:57. 157 pm","3394"
"1880","2679.78s","00:44:25","1,060","05:50:03. 930 pm","3405"
"1881","2685.79s","00:44:31","1,060","05:50:10. 180 pm","3416"
"1882","2689.61s","00:44:40","1,060","05:50:16. 706 pm","3426"
"1883","2692.20s","00:44:41","1,060","05:50:18. 235 pm","3429"
"1884","2693.63s","00:44:42","1,060","05:50:20. 271 pm","3433"
"1885","2695.75s","00:44:44","1,060","05:50:22. 291 pm","3438"
"1886","2697.58s","00:44:46","1,060","05:50:23. 802 pm","3440"
"1887","2699.30s","00:44:48","1,060","05:50:24. 806 pm","3445"
"1888","2702.81s","00:44:50","1,060","05:50:27. 800 pm","3451"
"1889","2708.52s","00:44:53","1,060","05:50:32. 793 pm","3461"
"1890","2714.16s","00:44:59","1,460","05:50:36. 096 pm","3466"
"1891","2719.67s","00:45:05","1,460","05:50:43. 995 pm","3475"
"1892","2725.80s","00:45:10","1,460","05:50:49. 079 pm","3482"
"1893","2731.61s","00:45:17","1,460","05:50:56. 201 pm","3486"
"1894","2737.57s","00:45:22","1,460","05:51:00. 717 pm","3493"
"1895","2743.45s","00:45:28","1,460","05:51:06. 873 pm","3496"
"1896","2749.49s","00:45:34","1,460","05:51:14. 028 pm","3502"
"1897","2753.83s","00:45:44","1,460","05:51:21. 070 pm","3510"
"1898","2756.29s","00:45:45","1,460","05:51:22. 074 pm","3513"
"1899","2757.61s","00:45:46","1,460","05:51:24. 205 pm","3514"
"1900","2758.93s","00:45:48","1,460","05:51:25. 209 pm","3516"
"1901","2760.37s","00:45:49","1,460","05:51:26. 712 pm","3519"
"1902","2761.74s","00:45:50","1,460","05:51:27. 211 pm","3520"
"1903","2763.34s","00:45:52","1,460","05:51:28. 212 pm","3521"
"1904","2765.38s","00:45:54","1,460","05:51:31. 997 pm","3524"
"1905","2767.47s","00:45:56","1,460","05:51:33. 498 pm","3528"
"1906","2769.45s","00:45:58","1,460","05:51:36. 007 pm","3533"
"1907","2771.41s","00:46:00","1,460","05:51:38. 010 pm","3537"
"1908","2777.40s","00:46:02","1,460","05:51:41. 539 pm","3546"
"1909","2783.40s","00:46:08","1,460","05:51:47. 075 pm","3556"
"1910","2789.03s","00:46:14","1,460","05:51:51. 511 pm","3562"
"1911","2795.02s","00:46:20","1,460","05:51:58. 242 pm","3572"
"1912","2800.76s","00:46:26","1,460","05:52:04. 540 pm","3579"
"1913","2806.84s","00:46:32","1,460","05:52:10. 325 pm","3585"
"1914","2812.48s","00:46:37","1,460","05:52:15. 978 pm","3589"
"1915","2817.76s","00:46:42","1,250","05:52:21. 631 pm","3596"
"1916","2823.73s","00:46:49","1,250","05:52:28. 155 pm","3605"
"1917","2827.57s","00:46:58","1,250","05:52:35. 081 pm","3613"
"1918","2829.79s","00:46:59","1,250","05:52:36. 594 pm","3616"
"1919","2831.64s","00:47:00","1,250","05:52:37. 852 pm","3618"
"1920","2833.53s","00:47:02","1,250","05:52:40. 100 pm","3621"
"1921","2834.56s","00:47:03","1,250","05:52:40. 596 pm","3621"
"1922","2836.61s","00:47:05","1,250","05:52:42. 488 pm","3622"
"1923","2842.58s","00:47:07","1,250","05:52:46. 530 pm","3632"
"1924","2848.58s","00:47:13","1,250","05:52:52. 161 pm","3634"
"1925","2854.65s","00:47:19","1,250","05:52:58. 185 pm","3643"
"1926","2860.53s","00:47:25","1,250","05:53:04. 743 pm","3656"
"1927","2866.55s","00:47:31","1,250","05:53:09. 762 pm","3664"
"1928","2872.48s","00:47:37","1,250","05:53:15. 323 pm","3667"
"1929","2877.54s","00:47:42","1,250","05:53:21. 586 pm","3673"
"1930","2883.76s","00:47:48","1,250","05:53:28. 203 pm","3684"
"1931","2889.43s","00:47:54","1,250","05:53:33. 945 pm","3692"
"1932","2894.79s","00:48:04","1,250","05:53:41. 205 pm","3698"
"1933","2895.94s","00:48:05","1,250","05:53:41. 205 pm","3698"
"1934","2897.06s","00:48:06","1,250","05:53:43. 706 pm","3700"
"1935","2898.10s","00:48:07","1,250","05:53:44. 959 pm","3701"
"1936","2899.10s","00:48:08","1,250","05:53:44. 959 pm","3702"
"1937","2900.09s","00:48:09","1,250","05:53:46. 468 pm","3702"
"1938","2901.07s","00:48:10","1,250","05:53:47. 719 pm","3703"
"1939","2902.00s","00:48:11","1,250","05:53:47. 719 pm","3703"
"1940","2903.05s","00:48:12","1,250","05:53:47. 719 pm","3705"
"1941","2904.08s","00:48:13","1,250","05:53:49. 586 pm","3706"
"1942","2905.12s","00:48:14","1,250","05:53:51. 451 pm","3707"
"1943","2906.30s","00:48:15","1,250","05:53:52. 210 pm","3708"
"1944","2907.32s","00:48:16","1,250","05:53:53. 830 pm","3709"
"1945","2908.29s","00:48:17","1,250","05:53:54. 955 pm","3710"
"1946","2909.31s","00:48:18","1,250","05:53:56. 077 pm","3711"
"1947","2910.32s","00:48:19","1,230","05:53:56. 578 pm","3712"
"1948","2911.31s","00:48:20","1,230","05:53:56. 578 pm","3712"
"1949","2912.38s","00:48:21","1,230","05:53:58. 448 pm","3713"
"1950","2913.65s","00:48:22","1,230","05:54:00. 086 pm","3715"
"1951","2914.83s","00:48:24","1,230","05:54:01. 648 pm","3718"
"1952","2915.91s","00:48:25","1,230","05:54:02. 174 pm","3719"
"1953","2917.06s","00:48:26","1,230","05:54:03. 187 pm","3722"
"1954","2918.17s","00:48:27","1,230","05:54:05. 208 pm","3725"
"1955","2919.35s","00:48:28","1,230","05:54:05. 208 pm","3725"
"1956","2920.44s","00:48:29","1,230","05:54:05. 208 pm","3725"
"1957","2921.56s","00:48:30","1,230","05:54:07. 960 pm","3726"
"1958","2922.64s","00:48:31","1,230","05:54:08. 974 pm","3728"
"1959","2923.88s","00:48:33","1,230","05:54:09. 978 pm","3730"
"1960","2925.14s","00:48:34","1,230","05:54:11. 966 pm","3732"
"1961","2926.23s","00:48:35","1,230","05:54:12. 463 pm","3733"
"1962","2927.36s","00:48:36","1,230","05:54:12. 463 pm","3735"
"1963","2928.51s","00:48:37","1,230","05:54:14. 492 pm","3737"
"1964","2929.52s","00:48:39","1,230","05:54:16. 017 pm","3740"
"1965","2931.00s","00:48:40","1,230","05:54:17. 512 pm","3742"
"1966","2932.00s","00:48:41","1,230","05:54:18. 018 pm","3743"
"1967","2933.02s","00:48:42","1,230","05:54:19. 533 pm","3747"
"1968","2934.02s","00:48:43","1,230","05:54:20. 533 pm","3748"
"1969","2934.99s","00:48:44","1,230","05:54:21. 160 pm","3749"
"1970","2936.01s","00:48:45","1,230","05:54:22. 299 pm","3751"
"1971","2937.02s","00:48:46","1,230","05:54:23. 056 pm","3752"
"1972","2938.02s","00:48:47","1,230","05:54:25. 061 pm","3753"
"1973","2939.02s","00:48:48","1,230","05:54:25. 061 pm","3753"
"1974","2940.05s","00:48:49","1,230","05:54:25. 810 pm","3754"
"1975","2941.03s","00:48:50","1,230","05:54:27. 442 pm","3755"
"1976","2942.05s","00:48:51","1,230","05:54:27. 442 pm","3755"
"1977","2943.07s","00:48:52","1,230","05:54:29. 181 pm","3756"
"1978","2944.15s","00:48:53","1,230","05:54:30. 678 pm","3757"
"1979","2945.27s","00:48:54","1,230","05:54:32. 175 pm","3759"
"1980","2946.31s","00:48:55","1,230","05:54:32. 687 pm","3760"
"1981","2947.31s","00:48:56","1,230","05:54:34. 462 pm","3763"
"1982","2948.30s","00:48:57","1,230","05:54:34. 973 pm","3765"
"1983","2949.34s","00:48:58","1,230","05:54:35. 972 pm","3766"
"1984","2950.34s","00:48:59","1,230","05:54:36. 474 pm","3767"
"1985","2951.34s","00:49:00","1,230","05:54:38. 107 pm","3770"
"1986","2952.40s","00:49:01","1,230","05:54:38. 605 pm","3771"
"1987","2953.55s","00:49:02","1,230","05:54:38. 605 pm","3771"
"1988","2954.59s","00:49:03","1,230","05:54:40. 364 pm","3774"
"1989","2955.67s","00:49:05","1,230","05:54:42. 741 pm","3775"
"1990","2956.82s","00:49:06","1,230","05:54:42. 741 pm","3775"
"1991","2957.85s","00:49:07","1,230","05:54:44. 862 pm","3777"
"1992","2958.97s","00:49:08","1,230","05:54:44. 862 pm","3778"
"1993","2960.07s","00:49:09","1,230","05:54:46. 739 pm","3779"
"1994","2961.12s","00:49:10","1,230","05:54:46. 739 pm","3779"
"1995","2962.31s","00:49:11","1,230","05:54:48. 491 pm","3781"
"1996","2963.40s","00:49:12","1,230","05:54:48. 491 pm","3781"
"1997","2964.62s","00:49:13","1,230","05:54:50. 363 pm","3783"
"1998","2965.86s","00:49:15","1,230","05:54:51. 633 pm","3786"
"1999","2966.87s","00:49:16","1,230","05:54:52. 877 pm","3786"
"2000","2968.03s","00:49:17","1,230","05:54:52. 877 pm","3787"
"2001","2969.10s","00:49:18","1,230","05:54:55. 507 pm","3789"
"2002","2970.12s","00:49:19","1,230","05:54:55. 507 pm","3789"
"2003","2971.29s","00:49:20","1,230","05:54:57. 164 pm","3790"
"2004","2972.38s","00:49:21","1,230","05:54:59. 194 pm","3794"
"2005","2973.55s","00:49:22","1,230","05:54:59. 690 pm","3796"
"2006","2974.60s","00:49:23","1,230","05:55:00. 186 pm","3796"
"2007","2975.66s","00:49:25","1,230","05:55:01. 678 pm","3797"
"2008","2976.80s","00:49:26","1,230","05:55:02. 939 pm","3798"
"2009","2977.86s","00:49:27","1,230","05:55:03. 933 pm","3800"
"2010","2978.92s","00:49:28","1,230","05:55:05. 814 pm","3802"
"2011","2980.06s","00:49:29","1,230","05:55:06. 333 pm","3802"
"2012","2981.11s","00:49:30","1,230","05:55:06. 333 pm","3803"
"2013","2982.16s","00:49:31","1,230","05:55:07. 710 pm","3803"
"2014","2983.30s","00:49:32","1,230","05:55:10. 221 pm","38006"
"2015","2984.34s","00:49:33","1,230","05:55:11. 229 pm","3808"
"2016","2985.39s","00:49:34","1,230","05:55:11. 986 pm","3810"
"2017","2986.57s","00:49:35","1,230","05:55:13. 352 pm","3812"
"2018","2987.60s","00:49:36","1,230","05:55:14. 357 pm","3814"
"2019","2988.67s","00:49:38","1,230","05:55:14. 863 pm","3814"
"2020","2989.80s","00:49:39","1,230","05:55:15. 858 pm","3817"
"2021","2990.83s","00:49:40","1,230","05:55:16. 358 pm","3820"
"2022","2991.94s","00:49:41","1,230","05:55:18. 361 pm","3822"
"2023","2993.08s","00:49:42","1,230","05:55:19. 874 pm","3824"
"2024","2994.13s","00:49:43","1,230","05:55:20. 870 pm","3826"
"2025","2995.39s","00:49:44","1,230","05:55:22. 384 pm","3829"
"2026","2996.58s","00:49:45","1,230","05:55:23. 392 pm","3831"
"2027","2997.59s","00:49:46","1,230","05:55:24. 395 pm","3833"
"2028","2998.63s","00:49:47","1,230","05:55:25. 389 pm","3836"
"2029","2999.77s","00:49:49","1,230","05:55:26. 384 pm","3837"
"2030","3000.80s","00:49:50","1,230","05:55:26. 894 pm","3838"
"2031","3001.85s","00:49:51","1,230","05:55:26. 894 pm","3840"
"2032","3002.84s","00:49:52","1,230","05:55:29. 281 pm","3840"
"2033","3003.87s","00:49:53","1,230","05:55:30. 279 pm","3842"
"2034","3005.05s","00:49:54","1,230","05:55:31. 406 pm","3844"
"2035","3006.07s","00:49:55","1,230","05:55:32. 794 pm","3845"
"2036","3007.08s","00:49:56","1,230","05:55:32. 794 pm","3845"
"2037","3008.10s","00:49:57","1,230","05:55:34. 287 pm","3847"
"2038","3009.12s","00:49:58","1,230","05:55:35. 925 pm","3848"
"2039","3010.30s","00:49:59","1,370","05:55:36. 940 pm","3849"
"2040","3011.34s","00:50:00","1,370","05:55:37. 937 pm","3851"
"2041","3012.35s","00:50:01","1,370","05:55:37. 937 pm","3851"
"2042","3013.34s","00:50:02","1,370","05:55:37. 937 pm","3851"
